date,AVGO,GOOGL,MSFT,NVDA,TSM
2022-12-28,-0.015627,-0.015677,-0.010255,-0.006019,-0.016954
2022-12-29,0.023711,0.028249,0.02763,0.040396,0.040241
2022-12-30,0.002366,-0.002487,-0.004938,0.000753,-0.019868
2023-01-03,-0.010105,0.010087,-0.001001,-0.02046,-0.006175
2023-01-04,0.012214,-0.01167,-0.043743,0.030318,0.030933
2023-01-05,-0.009317,-0.021344,-0.029638,-0.032816,-0.007731
2023-01-06,0.060196,0.013225,0.011785,0.04164,0.030899
2023-01-09,-0.019612,0.007786,0.009736,0.051753,0.028692
2023-01-10,-0.003398,0.004544,0.007617,0.017981,0.011954
2023-01-11,0.005583,0.03506,0.030238,0.005783,0.006275
2023-01-12,0.006573,-0.004261,0.011622,0.031873,0.06383
2023-01-13,-0.005052,0.010864,0.003019,0.0235,-0.002299
2023-01-17,0.000414,-0.00901,0.004682,0.047518,0.02523
2023-01-18,-0.008546,-0.001862,-0.018889,-0.01836,0.005394
2023-01-19,-0.019276,0.021181,-0.016454,-0.035219,-0.011959
2023-01-20,0.013423,0.053412,0.035744,0.064062,0.029751
2023-01-23,0.019009,0.018058,0.009824,0.075901,0.050862
2023-01-24,0.005846,-0.020944,-0.002226,0.003751,-0.011499
2023-01-25,0.001111,-0.025384,-0.005908,0.003011,-0.022737
2023-01-26,0.022026,0.024155,0.030714,0.024789,0.011254
2023-01-27,-0.01268,0.018971,0.000645,0.028431,-0.001605
2023-01-30,-0.016142,-0.024454,-0.021962,-0.059072,-0.001822
2023-01-31,0.006123,0.0196,0.021013,0.01957,-0.004295
2023-02-01,0.030324,0.016087,0.019935,0.071966,0.021676
2023-02-02,0.00501,0.072787,0.046884,0.036576,0.020161
2023-02-03,-0.013454,-0.027474,-0.023621,-0.028053,-0.02059
2023-02-06,0.006158,-0.017942,-0.006116,-0.000521,-0.029897
2023-02-07,0.021869,0.046064,0.042022,0.051401,0.02962
2023-02-08,-0.020734,-0.07683,-0.003102,0.001443,-0.002856
2023-02-09,-0.003823,-0.043876,-0.01166,0.005945,0.025562
2023-02-10,-0.010277,-0.004631,-0.001972,-0.047992,-0.013652
2023-02-13,0.013266,0.000423,0.031243,0.024595,0.007759
2023-02-14,0.00198,0.00074,0.003133,0.054296,0.019249
2023-02-15,0.008932,0.02387,-0.007973,-0.009011,-0.053083
2023-02-16,-0.011766,-0.014751,-0.026623,-0.033474,-0.020914
2023-02-17,-0.008243,-0.012145,-0.015602,-0.027907,-0.007928
2023-02-21,-0.02359,-0.027133,-0.020887,-0.034272,-0.027303
2023-02-22,-0.009234,-0.001525,-0.004591,0.004793,-0.009242
2023-02-23,0.013243,-0.008292,0.012962,0.140214,0.03743
2023-02-24,-0.010363,-0.019364,-0.021784,-0.015974,-0.02187
2023-02-27,0.013328,0.008303,0.003772,0.009233,-0.009193
2023-02-28,0.015099,0.002114,-0.002958,-0.012127,-0.002635
2023-03-01,-0.001211,0.003331,-0.012629,-0.022312,0.015505
2023-03-02,0.008558,0.01815,0.019653,0.027139,0.006899
2023-03-03,0.056978,0.017935,0.016646,0.024706,0.008536
2023-03-06,0.000253,0.015804,0.006189,-0.014065,-0.002339
2023-03-07,-0.012276,-0.01335,-0.010589,-0.011123,-0.008149
2023-03-08,0.011373,0.004155,-0.001771,0.038346,0.022285
2023-03-09,-0.015405,-0.020478,-0.005439,-0.030809,-0.021469
